countryA,countryB,troopsA,troopsB,modA,modB,winner,gdp_loss_A,gdp_loss_B
USA,GBR,99589,15030,53.14,89.3,USA,6421408936165.42,900595610889.16
GER,USA,20301,11381,80.66,57.37,GER,2366876779280.14,425462137263.49
USA,FRA,134798,157825,96.33,72.48,USA,7500457922675.09,10707513377297.93
USA,RUS,196073,146164,78.01,64.12,USA,18899192115929.58,5109738609032.09
CHN,JPN,189431,62946,53.52,96.4,CHN,5770435108482.05,7160308343790.84
CAN,IND,65119,97620,96.52,75.11,CAN,8132484689743.24,5489289717593.96
RUS,USA,79191,90093,56.65,76.11,USA,4850589264523.88,9829030853031.2
USA,BRA,26347,135370,94.15,53.81,BRA,3179553700584.73,4951288699784.83
JPN,CHN,131359,199592,85.71,94.87,CHN,9811994853120.67,10960510309292.4
CAN,RUS,32053,149639,81.82,61.95,CAN,3685655301772.18,8365971936849.3
BRA,CAN,69056,168938,79.34,70.7,CAN,4397837665471.46,8901083016016.06
GBR,CAN,68688,175783,56.56,99.26,CAN,3042603853719.14,23889382342957.76
CHN,RUS,136845,125645,75.04,55.69,RUS,14999470043147.54,7140212911190.74
GBR,RUS,68450,189815,59.83,85.93,RUS,2550857129630.18,15930420663015.46
FRA,CAN,136385,35386,78.59,63.01,FRA,11710448960507.78,2849936857305.22
USA,CHN,153376,33013,72.37,70.99,USA,11920816257034.24,2701297107912.34
IND,CHN,114816,16885,83.98,70.91,IND,7104129620544.0,610175555832.93
JPN,CHN,41403,116905,99.12,96.61,JPN,3353349352753.61,13388906602476.27
CHN,IND,123547,173893,68.05,50.52,CHN,6613216287563.81,10650604449729.37
GBR,RUS,117078,155117,80.84,68.36,RUS,12739289511910.47,7150709294394.83
USA,RUS,112654,28780,93.22,92.62,USA,9341770733370.92,3223772856767.05
IND,JPN,86418,166622,54.65,95.53,JPN,4055153857406.93,23777135160614.65
IND,JPN,178496,99771,90.01,65.57,IND,18263506659364.36,5194400184866.19
FRA,JPN,69924,88377,61.97,62.1,JPN,4313806951079.15,2955689370727.93
CAN,CHN,138391,58284,77.01,73.06,CAN,9869039443868.36,5750663912664.98
JPN,CAN,162250,70238,99.58,87.29,CAN,19539464373995.91,4321995821388.71
RUS,BRA,158893,57184,99.2,57.7,RUS,14385252264041.82,4218282956374.36
JPN,GBR,10714,162377,65.79,89.22,GBR,509029663058.87,13141323762498.92
FRA,BRA,92328,50021,56.59,75.63,BRA,6488238409725.78,5311092877026.73
GER,JPN,139196,138446,96.91,57.04,GER,7659460293361.7,11387293743855.06
CAN,JPN,124312,53184,94.68,83.59,JPN,17650326677222.53,3983516433174.24
CHN,RUS,82882,28942,80.8,81.41,CHN,7344135455742.82,3489194780322.26
CAN,FRA,116342,165786,51.62,81.12,CAN,4301849793298.48,7097631803516.3
FRA,CAN,165196,61672,87.56,87.74,FRA,10099349509792.8,5784484860033.42
FRA,GER,96951,122437,58.04,59.06,GER,4353933875836.88,8957937715524.38
CHN,RUS,27511,96557,97.15,84.87,RUS,3686411637160.81,7603345658650.51
CHN,USA,64588,53201,71.76,94.36,CHN,6148665432956.38,5817162271964.68
CHN,IND,87567,73296,80.76,76.52,CHN,4557807393654.15,4528163725083.56
CAN,GBR,152287,194051,64.05,74.3,GBR,10730446634793.1,8325263279426.57
USA,BRA,152923,98549,73.75,89.89,USA,15913082451100.14,11825315153539.32
GBR,RUS,174622,93257,87.73,57.31,RUS,18891492797385.68,4256331085542.57
BRA,CAN,126867,87817,74.6,67.04,BRA,10292113979009.64,4095675699412.44
CHN,GBR,65958,24008,92.36,92.69,CHN,4316885095856.69,1557427815320.52
GBR,CHN,142250,70196,85.65,74.99,CHN,17587816550462.3,6961836064873.72
BRA,RUS,187386,12294,53.87,92.02,BRA,14049017223859.26,640027347147.77
CAN,GBR,94727,29061,80.34,62.59,CAN,6249960981211.29,1815197677364.58
GBR,RUS,120756,65733,80.63,69.48,RUS,9714012667282.25,3170910944345.18
CHN,FRA,41146,108376,69.04,91.18,FRA,1652964004621.02,11381594747632.37
RUS,GBR,78260,181076,66.14,58.17,GBR,5856208757632.92,13683806731895.26
FRA,RUS,176375,90625,53.14,94.74,RUS,5196385342917.74,9115023690992.32
GBR,GER,195085,132007,72.31,65.49,GER,19833513885662.48,9638707988004.75
IND,JPN,95066,135758,66.83,98.63,JPN,8769971479610.52,15043673557808.74
IND,GBR,142273,192365,97.55,91.39,GBR,10845925700258.07,18862948180928.36
GBR,CAN,85547,194754,83.71,72.78,CAN,8894348932988.02,10192179605491.39
CHN,GER,65103,134686,73.0,87.11,CHN,4464501404883.19,13533902851043.72
JPN,GBR,153736,20237,87.73,77.76,JPN,18145364833722.9,2005240316251.52
CHN,IND,124008,21694,88.94,92.66,CHN,6192497211500.18,2661772633682.83
CAN,GBR,78624,96472,74.02,75.91,CAN,5853183791950.97,4242604075109.31
CHN,FRA,51456,151540,53.79,99.4,CHN,2483708502117.94,13522201355548.65
CAN,IND,18664,159533,89.03,56.68,IND,1263435581147.49,7859089386246.71
JPN,FRA,118384,84062,54.51,83.82,FRA,4577420061995.6,10030228771183.44
RUS,IND,193606,129443,92.38,62.28,RUS,21041602896595.31,9347634788597.99
CAN,USA,116229,88000,66.71,59.56,USA,5442084730527.36,5098715783412.66
GER,BRA,76696,86599,81.91,70.41,BRA,7112825615471.21,8900477358254.52
IND,BRA,151786,23064,87.02,68.37,IND,11751699677941.14,1042055691327.21
FRA,IND,14312,154661,51.76,52.32,IND,550115051635.34,6971092096806.19
IND,CAN,116691,194396,69.23,71.39,CAN,10370621911298.37,15668173863245.1
CAN,CHN,126936,142004,80.21,97.6,CAN,8795456247190.11,13999112910890.06
GER,USA,161917,158091,92.41,73.34,GER,7704806259070.16,12645318415089.86
USA,IND,191775,65835,85.89,65.09,IND,22255069711163.5,5406537588108.2
RUS,BRA,45215,163229,94.81,97.45,RUS,3491637114696.15,19026537899659.78
RUS,CAN,97564,62381,54.14,75.29,CAN,6984106942146.53,5434325731969.52
USA,RUS,112613,27574,53.59,64.36,RUS,6314681270201.16,2156641838604.01
FRA,GER,132184,189384,85.68,89.15,GER,15643562470570.36,21636727558833.0
JPN,RUS,182150,42779,69.93,61.18,JPN,11693518089947.22,1859538344353.02
BRA,GBR,46264,120498,74.08,62.39,GBR,2294499668731.67,8932224302933.85
GER,CAN,175556,171960,80.22,66.22,GER,7294763664413.31,13259505620007.91
CAN,RUS,102995,121422,99.3,69.74,RUS,13075663347947.11,10203772025387.25
BRA,USA,96857,36025,53.36,79.14,BRA,6611469179862.56,2122496655873.65
FRA,GBR,127602,149132,55.44,75.76,FRA,4921420028298.85,8827146740613.54
JPN,USA,109976,174288,91.47,87.19,JPN,14640485456087.68,19312252621254.21
RUS,JPN,183234,83197,51.03,85.86,RUS,13548612566461.05,6271692313274.42
CAN,GER,98465,110800,72.52,52.28,CAN,6180494004090.23,8242722150248.47
CAN,CHN,124644,74617,88.71,56.7,CAN,7160171854299.68,2596247982755.99
JPN,CAN,49794,141498,59.76,60.76,CAN,2332776037890.26,5781550649416.48
IND,FRA,39237,35491,59.35,79.88,FRA,3328481966772.82,1943056959891.17
GER,BRA,123742,29553,65.51,94.76,BRA,8993830235272.79,2199746458903.84
JPN,IND,75294,153990,57.5,66.25,JPN,6123488844470.9,14288027657525.18
CHN,USA,141439,22513,83.93,98.19,CHN,6206185389420.24,1937733559733.02
CHN,JPN,23417,157902,60.01,58.64,JPN,2095003896377.45,8902618519903.92
JPN,USA,62328,185767,61.34,96.24,USA,4312751333301.64,16497181784271.7
RUS,IND,147845,171243,78.75,90.05,RUS,7983491305898.62,20152442419501.62
JPN,FRA,155277,143322,98.37,69.45,FRA,15377632577266.46,8722713510106.77
GBR,JPN,112116,66263,95.69,60.32,GBR,14163108376958.36,5325585660580.6
FRA,JPN,65443,72114,93.22,69.56,JPN,3911215410771.92,4926039360227.34
CHN,RUS,195135,12681,76.55,60.69,CHN,16558866514219.06,572033611046.8
BRA,CAN,57119,93321,64.89,78.06,CAN,4423703706864.44,6780299158791.6
JPN,IND,43668,144479,85.29,78.74,IND,3399691989178.93,10201024825683.54
CHN,GBR,12770,49529,69.48,88.41,GBR,924155393263.72,3247430899953.99
FRA,CHN,185380,58901,88.9,76.39,CHN,22038636629178.26,2800660963007.05
FRA,USA,47948,27427,50.81,67.26,FRA,3536801901936.54,2474295215962.73
BRA,GER,123612,139463,76.48,95.58,BRA,9965754362302.8,13537752589729.28
CAN,RUS,191174,31747,66.87,53.9,CAN,15373535260627.88,1271059358501.3
GBR,IND,144678,23555,62.45,90.44,GBR,7434461788266.58,1972933772397.47
JPN,CAN,90214,103130,83.09,70.48,CAN,6252135815402.28,8037937713902.39
USA,GER,129726,33263,82.92,59.05,USA,14934661913408.29,2395987734681.11
JPN,USA,43025,146199,51.85,56.02,USA,1335599905179.25,9173532314970.43
CAN,JPN,60373,114893,97.38,61.04,JPN,4147859749844.87,5147277653350.37
GER,CAN,24388,71453,68.09,56.1,GER,1278519658007.74,2446698344496.53
IND,FRA,92570,118930,95.87,72.95,FRA,5274747024016.9,4977660930522.6
RUS,JPN,118814,68389,79.19,67.48,RUS,10985412149504.0,2806144769674.93
CAN,GER,40920,153584,82.63,67.83,GER,4754889995795.3,8810741972340.44
FRA,JPN,176265,73722,98.03,57.84,FRA,9105689834744.43,3645834193674.75
USA,CAN,156083,145109,91.11,82.99,CAN,10698152412934.8,17800803166670.24
RUS,CHN,107883,103159,57.0,80.39,CHN,8736081814158.29,4333937727278.65
CHN,FRA,172326,147926,50.26,99.11,FRA,8363606345721.38,16601000200553.96
JPN,BRA,68266,166805,65.43,58.38,BRA,6189057804818.85,9847187031318.46
RUS,IND,127847,44311,74.43,91.7,IND,13740397933310.62,2623622708105.48
CHN,GER,21106,27175,86.61,51.69,GER,2725338825580.34,2035075939646.33
IND,GER,31786,65195,83.05,53.67,GER,2364603010138.5,4586928498019.83
CHN,BRA,197924,38090,65.64,82.4,CHN,10952181188613.36,2262553709409.8
USA,IND,26944,55636,77.1,70.32,USA,2593892544271.8,3098494896588.05
FRA,JPN,83917,179938,82.55,61.53,FRA,7582087026473.13,7750181273668.17
CAN,BRA,182236,108248,75.69,50.14,CAN,15988883693822.48,4387626401900.04
BRA,CAN,169787,115752,84.45,83.16,BRA,14802321532158.38,7006713075528.07
CAN,BRA,195323,195006,74.26,72.04,CAN,14709984698745.89,10646669764614.8
CAN,RUS,106895,83334,76.48,58.54,CAN,6663001712141.43,4959269395427.17
CHN,GER,176881,120956,97.04,98.61,CHN,18805228534073.42,9989760130200.66
JPN,CAN,16844,63111,69.46,67.54,CAN,898772488348.1,4219331621075.96
RUS,USA,59864,96284,87.79,65.15,USA,4496643869717.15,3328990102527.19
BRA,RUS,178246,11716,66.73,75.52,BRA,13448464088386.09,1098395769997.1
BRA,CHN,55933,46404,66.59,63.86,BRA,4233625349853.15,4232525927623.24
RUS,JPN,23144,185396,96.33,63.64,JPN,2401480123674.83,17655494411856.61
RUS,GER,17649,83406,84.93,98.31,GER,1760910550934.29,5744853613172.25
FRA,JPN,177717,197585,96.45,63.06,FRA,15630591798860.81,11014212247133.64
USA,RUS,193746,89218,99.73,80.27,RUS,21145200973044.99,10554112490307.72
IND,GER,113955,163127,50.01,51.87,IND,3392480100186.23,6025836270255.13
USA,BRA,22818,186205,99.16,57.72,BRA,2225751296070.45,11171376514187.71
RUS,JPN,46880,81262,55.04,51.1,JPN,2802473259325.61,5395669470809.19
JPN,CAN,70109,17557,53.52,76.72,JPN,3460370470257.39,711904234874.88
GBR,FRA,178405,107304,88.39,74.58,FRA,8152178452924.76,4842381049399.54
GBR,RUS,64058,138301,67.51,66.55,RUS,5193738254467.46,6410715369870.62
IND,CHN,195647,45486,95.89,85.01,IND,17925662643622.95,3695098954196.1
RUS,JPN,166202,61557,77.23,81.29,JPN,8415829428649.0,2578083000908.84
GBR,USA,167788,50655,69.31,80.02,GBR,17123385046535.85,3774671825309.43
IND,GER,41297,136045,53.67,66.81,GER,3197091869568.98,6012874474033.51
BRA,CHN,29062,99638,73.23,66.36,CHN,1401857432644.63,8924075717449.01
IND,RUS,39492,73823,63.89,93.67,RUS,3046189496087.99,6820713361952.05
BRA,JPN,96861,123827,53.83,77.2,JPN,5305417057425.26,5460319250560.38
FRA,USA,197553,116836,83.52,63.61,FRA,13023012251071.06,7155938579639.43
GBR,GER,151639,94801,98.87,77.16,GBR,17756185916756.49,7170455056491.18
IND,RUS,46806,33094,68.95,63.34,IND,3058704082740.29,1676257309892.1
IND,GER,110108,139095,64.86,59.26,GER,9988083250255.92,7153398278129.91
IND,RUS,84457,154425,54.5,64.11,IND,5540008167318.09,14558651928645.95
JPN,BRA,79885,71850,61.16,81.44,JPN,4922608595080.27,4372524527255.49
IND,FRA,85191,187025,64.25,75.79,IND,5210046596406.16,16678088749692.84
JPN,IND,57674,174483,67.21,58.23,IND,2060493362043.23,11795444793150.9
CAN,JPN,90415,124708,81.7,95.4,CAN,4881572964574.8,10972679804912.87
FRA,GBR,53127,21264,55.74,74.91,FRA,1614239875787.48,2281390427323.53
CAN,IND,164574,174517,52.92,89.69,IND,4907163515803.36,19870630318559.1
GER,JPN,105029,157003,96.53,66.53,GER,5749382409187.7,5442935165872.75
CAN,BRA,191796,52059,89.96,97.88,BRA,8869904475164.28,5022154640361.54
RUS,JPN,147312,12650,63.91,87.6,RUS,12157861432886.09,680421839850.64
BRA,IND,117889,53024,81.94,72.73,IND,9452785385317.02,3034409546231.53
RUS,USA,58544,152664,79.62,95.11,USA,5822956089707.98,10726441497576.31
USA,RUS,157712,66238,87.15,85.87,USA,9177661145379.01,7141656981888.08
CAN,IND,42895,184903,92.96,71.53,IND,5348389519641.88,9907513508125.24
GBR,CHN,117878,184462,67.89,98.71,CHN,4754315935208.84,27180866659646.96
CHN,IND,105387,81220,83.04,64.93,CHN,7194289999648.68,3313289727828.64
CAN,JPN,21920,192911,90.1,62.83,JPN,1719670803759.3,11049383792386.74
FRA,CAN,90453,154529,84.96,94.73,CAN,5654323150751.32,14483654851681.82
CAN,JPN,171715,126104,96.11,85.37,CAN,10517406818297.69,10041885719473.41
JPN,GER,39227,17074,74.73,67.28,GER,3307099431521.43,681532379592.13
USA,GBR,33251,193725,90.13,61.59,GBR,1523932169346.5,8659355331098.64
IND,USA,34238,67344,95.49,58.9,USA,4222731904375.2,4049053442866.44
USA,IND,70044,126776,77.85,65.67,USA,2957335443971.88,10822297794835.64
USA,JPN,168795,193880,50.86,56.28,JPN,12569875738911.78,12966605545045.08
BRA,IND,44973,194991,90.9,57.27,IND,5593612958968.34,11663353686440.99
CHN,RUS,104292,42979,92.3,88.83,CHN,8803845933447.75,5641243505525.34
USA,JPN,149585,187484,69.99,53.19,USA,6729035593409.39,12574273061426.74
BRA,GER,184388,79258,61.45,71.96,BRA,15531174150844.13,7794386473953.16
IND,CAN,171297,152781,98.91,70.25,IND,19384791002384.81,5502911542597.84
RUS,CHN,145451,52925,77.58,98.01,RUS,11338164090435.98,3714911289353.09
IND,FRA,116371,157759,75.81,73.28,IND,7228785550613.06,14101549799952.91
GBR,GER,152377,75066,97.3,58.04,GER,15735480065366.9,3391088378684.1
USA,RUS,41722,46540,70.4,54.42,USA,2688172721833.55,2162876677553.86
USA,RUS,87684,28165,92.41,86.62,USA,7821976370647.32,2661076974776.6
RUS,GBR,65429,187961,85.03,57.39,GBR,7485550520590.68,11246657028339.14
FRA,JPN,88437,72055,98.39,96.9,JPN,12637868860213.84,5032396521604.2
USA,FRA,183548,170266,71.43,77.96,FRA,19177702229648.87,18300756597340.99
CHN,CAN,185325,182839,95.38,70.08,CAN,24887402593998.14,14451636075041.24
GER,IND,161780,196963,78.44,84.22,GER,16526591759488.88,19662576397953.2
USA,IND,122421,197497,73.79,59.95,USA,8615255820458.26,15728725232206.78
GER,JPN,37621,152454,65.28,69.11,JPN,1444736972865.5,6347665515013.19
IND,USA,171073,104154,77.63,51.67,USA,15015918242846.32,5241981345854.27
CAN,JPN,24220,96123,78.63,93.88,JPN,1717779125861.5,5291115282310.99
FRA,IND,100230,76889,94.92,71.26,FRA,11293388030103.74,3141635313726.33
BRA,CAN,75122,83907,85.2,87.94,CAN,4613476845548.48,9011314681535.07
JPN,BRA,91757,84608,91.32,95.84,JPN,10597914771735.0,10458396116983.9
FRA,RUS,115385,128690,88.46,82.64,FRA,6845113793947.44,5875268855458.78
JPN,RUS,77907,29184,63.83,68.79,JPN,6507521902438.37,2694989359895.69
IND,CAN,178856,16902,60.29,80.98,IND,15222742435466.29,1069335045433.29
FRA,RUS,180142,30647,62.92,68.02,FRA,15872875115328.62,2407428407615.74
BRA,IND,49150,190446,57.33,78.37,IND,2385478600970.15,17695391084895.5
JPN,CAN,71262,39140,69.3,71.61,JPN,4394174584996.88,3353246534512.53
RUS,GBR,119756,110541,82.7,57.49,RUS,13251558993157.27,6860736973949.83
CHN,IND,196616,61730,76.85,89.01,CHN,18013167945640.17,3369311498917.84
FRA,BRA,37161,138996,83.96,74.82,BRA,3203305597536.93,6361566269517.57
IND,GER,162252,44546,67.8,59.51,IND,16068519243272.1,1699047656691.33
USA,CHN,28825,158076,60.26,94.59,CHN,1765358971434.48,21246491884434.38
BRA,JPN,102811,190145,60.14,92.66,JPN,4598901584166.79,12517091344644.69
JPN,USA,142089,68557,80.04,77.94,USA,13419362708201.66,3489552546550.35
JPN,IND,161957,63206,58.21,98.52,JPN,9543643367390.1,9268362209303.35
CHN,GER,111351,153577,69.86,96.36,GER,5475750858307.18,7464027787918.39
JPN,FRA,56260,66618,60.64,94.85,JPN,2225897332429.87,8067008698179.58
GER,BRA,151332,47031,83.14,56.66,GER,10757985681682.82,3584914371144.97
GBR,FRA,196018,184859,80.77,64.73,FRA,23284029555447.7,13906310786626.4
GER,GBR,187734,155649,69.06,70.51,GER,8371817639184.92,16186201634907.4
JPN,IND,47018,149115,56.44,91.6,IND,2577676908426.03,11382784593203.4
BRA,FRA,196171,175202,60.59,93.56,BRA,9828994760238.7,9638024825319.94
FRA,BRA,170302,102950,73.61,87.57,FRA,18089715414687.24,6677899041652.96
IND,USA,34769,69846,98.6,73.62,IND,3008366853585.18,3080991564454.43
USA,CAN,115695,140182,63.54,58.1,CAN,5338790038804.95,8038294336738.54
FRA,JPN,176286,61392,59.56,51.76,FRA,10270827578278.42,4654705757589.14
RUS,BRA,42492,64673,61.03,84.97,BRA,1695311855250.79,5591500481564.8
FRA,CAN,73767,147816,85.41,99.71,CAN,5540657619935.02,12164589124988.02
FRA,RUS,72473,60390,95.73,67.27,FRA,8551007030308.41,5713320755429.94
IND,GBR,126087,49260,53.76,78.44,IND,7451619678092.37,4301863376021.88
CHN,BRA,119015,63760,87.46,90.53,CHN,5318727683284.42,8254144977961.27
JPN,FRA,98215,115806,74.73,59.32,FRA,7324354804027.02,10065871861740.46
CHN,RUS,13687,13470,91.26,91.48,RUS,1640208397212.29,1770250036804.6
RUS,CHN,190207,172715,71.08,81.27,CHN,14368002257564.18,16733627214927.89
CAN,GER,83400,103347,50.26,78.49,GER,4067672231297.55,8126807168487.92
USA,CAN,81663,14201,84.14,88.11,CAN,6287584143787.77,988745934922.03
GER,CAN,105009,90863,90.4,62.05,GER,9840611695293.23,8126008109168.43
USA,BRA,59704,37340,95.1,80.74,USA,3258976304146.99,3150454414762.92
JPN,BRA,130231,103716,78.45,62.02,JPN,13278645264908.67,9618805408686.1
USA,IND,154906,154560,56.1,58.98,USA,11789211944140.01,12928369312822.82
GBR,USA,149993,105910,68.49,81.17,USA,11221726664427.36,7553949524476.44
GER,BRA,127248,146485,89.21,63.46,GER,16789727025864.3,12786359520512.24
RUS,JPN,169645,50200,74.72,85.72,RUS,13376012845010.54,4452611934063.51
JPN,CHN,47876,32355,84.96,75.72,JPN,2144322405680.48,3044493917598.45
BRA,CAN,14266,23831,50.23,84.75,CAN,690741378600.63,1981124285402.49
RUS,GBR,47713,99357,53.65,94.58,GBR,2303528985464.69,13996215767819.17
GBR,CAN,150057,128589,84.06,56.91,CAN,8754954593523.0,6578241423902.68
GER,RUS,32068,138211,64.51,53.34,RUS,2139970844909.14,4392046672083.97
IND,JPN,100236,46396,69.41,70.0,JPN,6642746429750.18,4410881234957.4
GBR,CHN,149438,60920,82.11,85.84,GBR,8235009471647.49,6568456796440.15
RUS,IND,79384,179192,55.6,94.31,IND,4440736520942.51,10581961280982.04
JPN,USA,40472,57786,91.64,51.74,USA,4948953961628.51,3004226033976.51
CAN,GBR,144528,140046,57.22,89.65,GBR,8346684353315.43,14797518121635.1
JPN,IND,153103,158997,86.66,53.77,JPN,9519138486896.37,7778334435318.64
GER,USA,95675,56006,64.64,79.03,GER,7333771799375.6,6234962271867.88
CAN,JPN,161098,77627,63.0,67.21,CAN,13902008343485.42,7528862061224.72
CHN,GER,50887,20842,91.06,50.88,CHN,3916284283234.74,1451279425791.38
GER,FRA,169849,85459,77.61,54.85,GER,7527794049404.56,4832203659396.04
GER,CHN,184002,123272,60.27,67.69,GER,15691595482662.81,7956341230971.75
GBR,BRA,142732,165198,50.13,97.69,BRA,8458509149655.98,17510036510036.8
JPN,CAN,37151,68074,98.65,57.74,JPN,5466140820389.9,3997740317241.96
RUS,GER,34613,178889,71.57,63.6,RUS,2959158071144.69,6811687873750.09
IND,JPN,75266,15557,69.87,99.71,IND,3282682235808.97,1997963227287.36
USA,FRA,119020,14432,52.52,74.03,USA,5832547929792.52,1539648131896.55
FRA,CHN,64738,153078,94.72,63.11,FRA,3328833751335.69,9570655459843.28
IND,GBR,186849,171061,57.03,80.8,IND,8966865126488.22,7761324196663.39
USA,CHN,40702,199115,66.77,71.8,CHN,3493151940528.99,11763900475532.15
CHN,USA,134188,116291,71.06,92.92,USA,10065160665728.25,6727272830417.67
RUS,GER,87263,47788,90.51,50.4,RUS,7573488720383.01,3565511125977.25
JPN,CHN,130813,74167,67.97,99.84,JPN,11984743254212.78,4716182559369.37
BRA,FRA,140311,62166,76.57,53.32,BRA,7274839868376.51,1924342993006.24
GER,USA,122225,36887,71.44,76.86,GER,9068570490539.29,2897171912688.51
IND,RUS,107925,163704,65.59,84.87,IND,8122369169170.39,7850092682215.99
USA,CAN,138428,126704,97.32,77.49,CAN,19206693369718.48,11134571644279.41
BRA,CHN,71804,76513,89.84,65.04,BRA,4281361377648.77,6812832048222.55
IND,JPN,102340,49802,58.72,92.77,JPN,7251180790474.22,3466987207896.97
RUS,GER,23021,44026,77.74,71.52,GER,976771940154.08,4493814800029.26
JPN,FRA,127611,85706,89.83,65.04,JPN,12234073699918.2,6388197954963.02
CAN,GER,54001,82933,78.99,88.42,CAN,4883962236558.38,4857984403846.77
IND,FRA,160164,128817,74.69,57.29,IND,16028805154267.2,8446195259844.07
IND,GBR,169987,171155,53.6,60.25,IND,7506599924726.37,5906511601157.48
JPN,FRA,194395,11732,55.3,62.64,JPN,12865281901553.82,624299761828.65
CHN,JPN,136832,124164,62.26,71.74,CHN,5049426454354.02,4596302720389.7
GBR,IND,116726,144014,75.67,51.02,IND,6382062003340.17,6917840440718.5
IND,FRA,192974,69853,99.36,99.59,IND,24419006048543.86,9266252778463.5
JPN,GER,25739,107084,90.11,80.01,GER,3230156024904.31,10258061477206.88
GBR,GER,83012,19429,55.5,98.54,GBR,2378553953752.13,1337790579223.67
JPN,IND,23699,178340,85.86,90.37,IND,1356091041805.46,11002863900727.24
JPN,IND,143876,67676,90.52,56.72,JPN,9249269451975.88,4622024403671.77
CHN,GBR,189976,163589,70.71,60.45,GBR,13694263737196.31,11533311617220.79
JPN,USA,195668,73727,66.51,51.72,JPN,8513061955579.77,2449058893333.85
RUS,FRA,191065,105485,79.23,91.69,FRA,22344985463943.74,11336299183206.4
IND,JPN,48343,38899,75.96,79.67,IND,3260249229481.37,3969289570914.01
USA,BRA,152847,25068,63.26,60.75,USA,6215535863020.14,1928538472448.04
USA,FRA,118985,75701,69.87,98.5,USA,10593150255174.44,6752935729050.45
USA,IND,73012,88408,77.22,86.84,IND,5986624225389.38,10088784684014.12
JPN,USA,57686,105742,79.0,85.28,JPN,6444030577270.92,8023658897365.05
BRA,GER,196629,39269,76.59,63.35,BRA,21619107241344.04,2850165872768.94
GBR,RUS,74236,104800,92.31,65.67,RUS,9291053072739.0,8673586012377.55
GBR,IND,186946,153291,51.59,83.4,GBR,10264532951371.01,16050410416421.1
JPN,GBR,140025,94694,66.65,79.68,GBR,6743708982724.41,6390336247679.96
RUS,JPN,128222,69043,87.49,82.36,RUS,10417167420144.11,6089365473708.59
RUS,BRA,41586,167061,82.59,93.94,BRA,3374608949353.74,17482098331481.72
GER,CAN,67009,75263,95.91,58.02,GER,9483277339020.06,3208907966468.64
JPN,RUS,10607,183478,79.4,55.82,RUS,633854275397.69,5204515218237.9
FRA,USA,47386,113324,81.91,78.23,FRA,3627927418792.02,5312969878946.72
CHN,USA,89625,129432,85.25,75.01,CHN,8116620851928.12,5189949005851.49
USA,CHN,123872,134567,59.31,70.14,USA,6547043625582.14,7538433518894.12
CHN,RUS,194184,26830,87.66,95.24,RUS,10564577366209.64,2110431113189.66
USA,RUS,178097,169122,64.99,77.92,RUS,16094810618748.71,18000786640359.47
CAN,GER,124235,173936,71.23,78.36,CAN,11513966233491.36,8517832665060.52
CAN,JPN,130300,110730,50.7,68.32,JPN,4997600847160.37,5182875144201.02
JPN,BRA,73492,184749,92.18,67.2,BRA,6418554338103.29,13906025625191.09
CAN,IND,151295,29641,97.67,99.38,IND,18254258884460.4,2854857133541.9
BRA,CHN,32943,105911,53.01,81.15,CHN,2573286765621.12,12834650771595.01
GER,RUS,97051,154627,81.76,91.26,RUS,5296633981709.5,17807043533185.72
RUS,FRA,105155,164307,98.04,72.37,RUS,11731824797961.3,9160403382558.14
BRA,CAN,76287,116998,80.35,59.59,BRA,8075643433486.1,8516834195103.2
CHN,JPN,121541,170031,89.9,66.24,JPN,5746147302145.52,8203420490806.79
CHN,IND,115849,182029,55.91,67.31,IND,8490873860123.93,14476401698942.73
CAN,JPN,80880,115044,62.24,78.25,JPN,6493588254684.57,4829617773616.62
RUS,IND,175045,98634,67.29,57.73,IND,16766071268688.46,3983659182802.3
GER,JPN,177727,25309,99.06,69.35,GER,10288974998878.74,1057739491886.88
USA,CHN,84158,155177,89.09,55.03,USA,4680620629390.12,7932479723574.58
BRA,IND,132207,59813,94.28,74.83,BRA,12697779057505.72,4714536110588.0
GER,IND,112987,84208,74.35,97.37,GER,11523043856957.99,6226900775760.16
IND,GER,70461,171400,85.84,66.95,IND,8313577513227.21,16965389678828.16
GBR,CHN,28658,115183,86.58,52.49,CHN,2977549475511.21,5504879725814.54
CAN,GER,132211,178502,78.45,80.44,GER,9839825081632.66,15245288349765.0
USA,FRA,46133,181655,93.9,81.74,FRA,3167139714555.21,14306278832515.37
IND,GER,135275,46029,57.91,73.98,IND,7635764552203.39,4641814182961.47
USA,GER,30620,141477,52.88,69.84,GER,1160971976205.05,8603680813535.72
USA,GER,178139,64012,65.2,94.63,GER,14786335051228.3,8741755022244.2
CAN,BRA,170747,144632,54.41,96.92,CAN,8561683132489.07,18293008159654.0
USA,GBR,10860,21575,53.02,83.66,GBR,598414473961.37,1039011941223.32
GER,JPN,125532,106148,70.95,75.06,GER,10518643835345.11,11021473319403.91
GER,CAN,37618,23153,60.03,53.38,GER,2317701812608.34,842319629482.0
IND,GBR,37916,116160,89.51,65.05,IND,4260215498945.51,4228199526171.02
CHN,USA,92056,52077,78.99,64.25,USA,9351514604508.6,2414777372815.8
RUS,IND,97667,37013,68.03,52.91,RUS,4934913972720.19,1146081924267.88
BRA,USA,32878,147762,64.33,92.17,USA,1688026303335.61,15283175981567.66
BRA,GER,86960,128128,78.16,93.35,BRA,3801440312923.3,11333025374536.49
